Target,Atr-0,Atr-1,Atr-2,Atr-3,Atr-4,Atr-5,Atr-6,Atr-7,Atr-8,Atr-9,Atr-10,Atr-11,Atr-12,Atr-13,Atr-14,Atr-15,Atr-16,Atr-17,Atr-18,Atr-19,Atr-20,Atr-21,Atr-22,Atr-23,Atr-24,Atr-25,Atr-26,Atr-27,Atr-28,Atr-29,Atr-30,Atr-31,Atr-32,Atr-33,Atr-34,Atr-35,Atr-36,Atr-37,Atr-38,Atr-39,Atr-40,Atr-41,Atr-42,Atr-43,Atr-44,Atr-45,Atr-46,Atr-47,Atr-48,Atr-49,Atr-50,Atr-51,Atr-52,Atr-53,Atr-54,Atr-55,Atr-56,Atr-57,Atr-58,Atr-59,Atr-60,Atr-61,Atr-62,Atr-63
NN,0.0001,0.0001,0.375,0.9374,0.8124,0.1251,0.0001,0.0001,0.0001,0.0001,0.6875,0.9999,0.8124,0.75,0.0001,0.0001,0.0001,0.0001,0.5,0.8124,0.375,0.9999,0.1251,0.0001,0.0001,0.0001,0.0001,0.1251,0.1251,0.9999,0.3125,0.0001,0.0001,0.0001,0.0001,0.0001,0.25,0.9999,0.2858,0.0001,0.0001,0.0001,0.0001,0.0001,0.625,0.9999,0.1876,0.0001,0.0001,0.0001,0.1251,0.6875,0.9999,0.9374,0.5,0.077,0.0001,0.0001,0.375,0.8749,0.9999,0.9999,0.9999,0.8749
NN,0.0001,0.1251,0.625,0.8749,0.9374,0.375,0.0001,0.0001,0.0001,0.375,0.8124,0.0626,0.25,0.5625,0.0001,0.0001,0.0001,0.1876,0.8749,0.1251,0.0626,0.5625,0.1876,0.0001,0.0001,0.0001,0.4375,0.9374,0.9999,0.9999,0.1876,0.0001,0.0001,0.0001,0.0001,0.0001,0.375,0.625,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.25,0.6875,0.0001,0.0001,0.0001,0.0001,0.1251,0.0001,0.25,0.5625,0.0001,0.0001,0.0001,0.0001,0.5,0.8749,0.9374,0.5625,0.0001,0.0001
NN,0.0001,0.0001,0.0001,0.75,0.8749,0.0001,0.0001,0.0001,0.0001,0.0001,0.25,0.9999,0.8749,0.0626,0.0001,0.0001,0.0001,0.0001,0.625,0.9374,0.1251,0.0001,0.0001,0.0001,0.0001,0.0001,0.8749,0.8749,0.0626,0.0001,0.0001,0.0001,0.0001,0.0001,0.8749,0.9999,0.9374,0.3125,0.0001,0.0001,0.0001,0.0001,0.625,0.6875,0.25,0.8749,0.0626,0.0001,0.0001,0.0001,0.375,0.75,0.25,0.8749,0.4375,0.0001,0.0001,0.0001,0.0001,0.5625,0.9999,0.9999,0.375,0.0001
NN,0.0001,0.0001,0.0001,0.5625,0.625,0.1251,0.0001,0.0001,0.0001,0.0001,0.3125,0.9999,0.9999,0.1251,0.0001,0.0001,0.0001,0.25,0.8749,0.9999,0.9999,0.25,0.0001,0.0001,0.0001,0.5,0.6875,0.625,0.9999,0.375,0.0001,0.0001,0.0001,0.0001,0.0001,0.4375,0.9999,0.1876,0.0001,0.0001,0.0001,0.0001,0.0001,0.625,0.9999,0.1251,0.0001,0.0001,0.0001,0.0001,0.0001,0.75,0.6875,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.5625,0.8124,0.0001,0.0001,0.0001
NN,0.0001,0.0001,0.8749,0.25,0.25,0.0001,0.0001,0.0001,0.0001,0.5625,0.9999,0.9999,0.9999,0.5625,0.0001,0.0001,0.0001,0.1876,0.6875,0.3125,0.8749,0.9374,0.0001,0.0001,0.0001,0.0001,0.0001,0.8749,0.9999,0.625,0.0001,0.0001,0.0001,0.0001,0.0001,0.5625,0.9999,0.9999,0.4286,0.0001,0.0001,0.0001,0.0626,0.0001,0.0001,0.4375,0.9999,0.0001,0.0001,0.1251,0.9374,0.25,0.3125,0.75,0.9374,0.0001,0.0001,0.0001,0.625,0.9999,0.9999,0.9374,0.1876,0.0001
NN,0.0001,0.0001,0.9374,0.9999,0.9999,0.9374,0.1251,0.0001,0.0001,0.0001,0.3125,0.5,0.6875,0.9999,0.1876,0.0001,0.0001,0.0001,0.0001,0.0001,0.9374,0.5,0.0001,0.0001,0.0001,0.1876,0.5,0.5,0.9999,0.4375,0.1251,0.0001,0.0001,0.4,0.9374,0.9999,0.9999,0.9999,0.5714,0.0001,0.0001,0.0001,0.1251,0.9374,0.4375,0.1876,0.0001,0.0001,0.0001,0.0001,0.6875,0.8124,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.9999,0.4375,0.0001,0.0001,0.0001,0.0001
NN,0.0001,0.0001,0.3125,0.8749,0.9374,0.25,0.0001,0.0001,0.0001,0.0626,0.9999,0.1251,0.1876,0.8124,0.1251,0.0001,0.0001,0.4375,0.75,0.25,0.0001,0.3125,0.25,0.0001,0.0001,0.0001,0.8124,0.1876,0.0001,0.0626,0.4375,0.0001,0.0001,0.1334,0.75,0.0001,0.0001,0.0626,0.5714,0.0001,0.0001,0.0001,0.8124,0.0001,0.0001,0.1251,0.75,0.0001,0.0001,0.0001,0.8749,0.0626,0.0001,0.8124,0.25,0.0001,0.0001,0.0001,0.375,0.9999,0.9374,0.5625,0.0626,0.0001
NN,0.0001,0.0001,0.5,0.75,0.6875,0.0626,0.0001,0.0001,0.0001,0.0001,0.8124,0.75,0.375,0.75,0.0001,0.0001,0.0001,0.0626,0.8749,0.25,0.0001,0.75,0.0001,0.0001,0.0001,0.1251,0.9999,0.0626,0.0001,0.3125,0.25,0.0001,0.0001,0.3334,0.6875,0.0001,0.0001,0.5,0.2858,0.0001,0.0001,0.25,0.75,0.0001,0.0001,0.5625,0.3125,0.0001,0.0001,0.1251,0.9374,0.375,0.5,0.8749,0.0001,0.0001,0.0001,0.0001,0.3125,0.9374,0.75,0.1876,0.0001,0.0001
NN,0.0001,0.0001,0.3125,0.8124,0.8749,0.75,0.0626,0.0001,0.0001,0.0001,0.5625,0.9999,0.4375,0.4375,0.4375,0.0001,0.0001,0.0001,0.9999,0.25,0.0001,0.0626,0.5,0.0001,0.0001,0.25,0.75,0.0001,0.0001,0.25,0.5,0.0001,0.0001,0.2667,0.5,0.0001,0.0001,0.375,0.3572,0.0001,0.0001,0.3125,0.5,0.0001,0.0001,0.6875,0.1251,0.0001,0.0001,0.0626,0.8749,0.3125,0.6875,0.5,0.0001,0.0001,0.0001,0.0001,0.25,0.8749,0.6875,0.0001,0.0001,0.0001
NN,0.0001,0.0001,0.5625,0.9374,0.9999,0.25,0.0001,0.0001,0.0001,0.0001,0.5,0.4375,0.375,0.9999,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.625,0.75,0.0001,0.0001,0.0001,0.0001,0.1876,0.9374,0.9374,0.0626,0.0001,0.0001,0.0001,0.0001,0.0626,0.5625,0.75,0.6875,0.1429,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.3125,0.625,0.0001,0.0001,0.0001,0.75,0.25,0.25,0.375,0.9374,0.0001,0.0001,0.0001,0.3125,0.6875,0.75,0.75,0.375,0.0001
NN,0.0001,0.0001,0.75,0.9999,0.9374,0.375,0.0001,0.0001,0.0001,0.0001,0.9374,0.8124,0.6875,0.9999,0.1876,0.0001,0.0001,0.0001,0.0626,0.4375,0.3125,0.9999,0.3125,0.0001,0.0001,0.0001,0.0626,0.8124,0.9999,0.6875,0.0001,0.0001,0.0001,0.0001,0.0626,0.625,0.9374,0.9374,0.0715,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.8124,0.6875,0.0001,0.0001,0.1251,0.6875,0.25,0.25,0.8749,0.5,0.0001,0.0001,0.0001,0.6875,0.9999,0.9999,0.8749,0.0626,0.0001
NN,0.0001,0.375,0.9999,0.9999,0.9999,0.9999,0.5,0.0001,0.0001,0.0001,0.3125,0.5,0.75,0.9999,0.375,0.0001,0.0001,0.0001,0.0001,0.0001,0.8124,0.75,0.0001,0.0001,0.0001,0.5,0.75,0.75,0.9999,0.625,0.0626,0.0001,0.0001,0.5333,0.9999,0.9999,0.9999,0.9374,0.0715,0.0001,0.0001,0.0001,0.5,0.9374,0.1876,0.0001,0.0001,0.0001,0.0001,0.1251,0.9374,0.5,0.0001,0.0001,0.0001,0.0001,0.0001,0.2001,0.9374,0.1251,0.0001,0.0001,0.0001,0.0001
NN,0.0001,0.0001,0.0001,0.25,0.9999,0.3125,0.0001,0.0001,0.0001,0.0001,0.0626,0.75,0.9999,0.375,0.0001,0.0001,0.0001,0.3125,0.8749,0.9999,0.9999,0.0626,0.0001,0.0001,0.0001,0.8124,0.9999,0.8749,0.9999,0.1876,0.0001,0.0001,0.0001,0.0668,0.1251,0.5625,0.9999,0.25,0.0001,0.0001,0.0001,0.0001,0.0001,0.3125,0.9999,0.25,0.0001,0.0001,0.0001,0.0001,0.0001,0.25,0.9999,0.375,0.0001,0.0001,0.0001,0.0001,0.0001,0.3125,0.9999,0.5625,0.0001,0.0001
NN,0.0001,0.0001,0.0001,0.0001,0.9374,0.5,0.0001,0.0001,0.0001,0.0001,0.0001,0.1251,0.9999,0.5,0.0001,0.0001,0.0001,0.0001,0.0001,0.6875,0.9999,0.1876,0.0001,0.0001,0.0001,0.0001,0.3125,0.9999,0.9999,0.1876,0.0001,0.0001,0.0001,0.6,0.9999,0.6875,0.9999,0.0626,0.0001,0.0001,0.0001,0.0626,0.4375,0.0626,0.9999,0.1251,0.0001,0.0001,0.0001,0.0001,0.0001,0.0626,0.9999,0.3125,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.8124,0.5,0.0001,0.0001
NN,0.0001,0.0001,0.8124,0.9999,0.9999,0.75,0.0001,0.0001,0.0001,0.0001,0.5625,0.75,0.5,0.4375,0.0001,0.0001,0.0001,0.0001,0.6875,0.9999,0.4375,0.0001,0.0001,0.0001,0.0001,0.0001,0.6875,0.9374,0.8749,0.1876,0.0001,0.0001,0.0001,0.0001,0.0626,0.1251,0.375,0.6875,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1876,0.8749,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.5625,0.75,0.0001,0.0001,0.0001,0.0001,0.75,0.9999,0.9999,0.375,0.0001,0.0001
NN,0.0001,0.0001,0.5,0.9999,0.9999,0.4375,0.0001,0.0001,0.0001,0.1251,0.9999,0.8749,0.4375,0.9999,0.0001,0.0001,0.0001,0.1876,0.9374,0.0626,0.3125,0.9999,0.0626,0.0001,0.0001,0.0626,0.8749,0.8124,0.8124,0.9999,0.1876,0.0001,0.0001,0.0001,0.0626,0.5,0.5,0.8749,0.4286,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.625,0.625,0.0001,0.0001,0.0001,0.0001,0.0626,0.1251,0.9374,0.5625,0.0001,0.0001,0.0001,0.625,0.9999,0.9999,0.9999,0.25,0.0001
NN,0.0001,0.0001,0.0001,0.5,0.6875,0.0001,0.0001,0.0001,0.0001,0.0001,0.1876,0.9999,0.375,0.0001,0.0001,0.0001,0.0001,0.0001,0.5625,0.625,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.6875,0.25,0.0626,0.0001,0.0001,0.0001,0.0001,0.0001,0.8124,0.9374,0.9999,0.8749,0.2858,0.0001,0.0001,0.0001,0.8124,0.625,0.25,0.25,0.8749,0.1667,0.0001,0.0001,0.375,0.625,0.1251,0.375,0.9999,0.1539,0.0001,0.0001,0.0626,0.5,0.8124,0.8749,0.3125,0.0001
NN,0.0001,0.0001,0.0001,0.5625,0.8749,0.0626,0.0001,0.0001,0.0001,0.0001,0.1251,0.9999,0.6875,0.0001,0.0001,0.0001,0.0001,0.0001,0.4375,0.9999,0.3125,0.0001,0.0001,0.0001,0.0001,0.0001,0.6875,0.8749,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.8749,0.625,0.25,0.0001,0.0001,0.0001,0.0001,0.0001,0.9999,0.9999,0.9999,0.8124,0.1251,0.0001,0.0001,0.0001,0.5625,0.9374,0.375,0.75,0.625,0.0001,0.0001,0.0001,0.0001,0.5,0.9999,0.9999,0.75,0.0001
NN,0.0001,0.0001,0.0001,0.1876,0.9999,0.5625,0.0001,0.0001,0.0001,0.0001,0.0001,0.5,0.9999,0.625,0.0001,0.0001,0.0001,0.0001,0.3125,0.9374,0.9999,0.6875,0.0001,0.0001,0.0001,0.3125,0.9999,0.9999,0.9999,0.75,0.0001,0.0001,0.0001,0.4667,0.75,0.1876,0.9999,0.6875,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.9374,0.5625,0.0001,0.0001,0.0001,0.0001,0.0001,0.1876,0.9999,0.5625,0.0001,0.0001,0.0001,0.0001,0.0001,0.25,0.9999,0.25,0.0001,0.0001
NN,0.0001,0.0001,0.25,0.625,0.8749,0.1876,0.0001,0.0001,0.0001,0.0001,0.9999,0.6875,0.625,0.75,0.0001,0.0001,0.0001,0.25,0.75,0.0001,0.0001,0.625,0.1876,0.0001,0.0001,0.3125,0.6875,0.0001,0.0001,0.4375,0.25,0.0001,0.0001,0.4,0.5,0.0001,0.0001,0.625,0.2858,0.0001,0.0001,0.1876,0.5625,0.0001,0.0001,0.625,0.1876,0.0001,0.0001,0.0001,0.8124,0.5625,0.6875,0.8124,0.0001,0.0001,0.0001,0.0001,0.1251,0.8749,0.75,0.1876,0.0001,0.0001
NN,0.0001,0.25,0.9999,0.8749,0.75,0.5625,0.1251,0.0001,0.0001,0.0001,0.375,0.75,0.9999,0.9999,0.75,0.0001,0.0001,0.0626,0.0626,0.0626,0.9374,0.6875,0.1251,0.0001,0.0001,0.625,0.8124,0.75,0.9999,0.4375,0.0001,0.0001,0.0001,0.2001,0.8749,0.9999,0.9999,0.9999,0.3572,0.0001,0.0001,0.0001,0.625,0.8749,0.375,0.375,0.0626,0.0001,0.0001,0.1251,0.9999,0.5,0.0001,0.0001,0.0001,0.0001,0.0001,0.2001,0.9999,0.25,0.0001,0.0001,0.0001,0.0001
NN,0.0001,0.0001,0.1876,0.75,0.8124,0.1876,0.0001,0.0001,0.0001,0.0001,0.75,0.8749,0.4375,0.75,0.0001,0.0001,0.0001,0.0626,0.9999,0.0626,0.0001,0.8749,0.0001,0.0001,0.0001,0.0001,0.8749,0.0001,0.0001,0.9374,0.0001,0.0001,0.0001,0.0001,0.0626,0.0001,0.25,0.75,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.8749,0.5,0.0001,0.0001,0.0001,0.0001,0.1251,0.8749,0.9999,0.75,0.8749,0.1539,0.0001,0.0001,0.4375,0.9999,0.75,0.75,0.75,0.1876
NN,0.0001,0.0001,0.5,0.9999,0.9374,0.3125,0.0001,0.0001,0.0001,0.4375,0.9999,0.8749,0.3125,0.9374,0.1251,0.0001,0.0001,0.625,0.9999,0.5,0.0001,0.5625,0.5625,0.0001,0.0001,0.625,0.9999,0.1876,0.0001,0.25,0.75,0.0001,0.0001,0.6,0.8749,0.0001,0.0001,0.375,0.8571,0.0001,0.0001,0.4375,0.8124,0.0001,0.0001,0.8749,0.4375,0.0001,0.0001,0.1251,0.9999,0.5,0.75,0.8749,0.0626,0.0001,0.0001,0.0001,0.625,0.9999,0.8124,0.1876,0.0001,0.0001
NN,0.0001,0.0001,0.0001,0.6875,0.8124,0.0001,0.0001,0.0001,0.0001,0.0001,0.1876,0.9374,0.5625,0.0001,0.0001,0.0001,0.0001,0.0001,0.625,0.8124,0.0626,0.3125,0.6875,0.0001,0.0001,0.3125,0.9999,0.25,0.1876,0.8749,0.6875,0.0001,0.0001,0.6666,0.9999,0.5625,0.9374,0.9374,0.2143,0.0001,0.0001,0.5625,0.9999,0.8124,0.9999,0.5625,0.0001,0.0001,0.0001,0.0001,0.0001,0.375,0.9999,0.1251,0.0001,0.0001,0.0001,0.0001,0.0001,0.8749,0.5625,0.0001,0.0001,0.0001
NN,0.0001,0.25,0.6875,0.6875,0.9999,0.9999,0.25,0.0001,0.0001,0.1876,0.9999,0.75,0.625,0.5,0.0001,0.0001,0.0001,0.4375,0.9999,0.6875,0.0626,0.0001,0.0001,0.0001,0.0001,0.6875,0.9999,0.9999,0.8124,0.0001,0.0001,0.0001,0.0001,0.0668,0.25,0.0001,0.9999,0.25,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.75,0.5,0.0001,0.0001,0.0001,0.0001,0.25,0.25,0.9999,0.3125,0.0001,0.0001,0.0001,0.1001,0.9374,0.9999,0.8124,0.0626,0.0001,0.0001
NN,0.0001,0.25,0.375,0.9999,0.6875,0.0001,0.0001,0.0001,0.0001,0.5625,0.9999,0.5,0.625,0.625,0.0001,0.0001,0.0001,0.4375,0.6875,0.0001,0.0001,0.6875,0.0626,0.0001,0.0001,0.5,0.8124,0.0001,0.0001,0.4375,0.3125,0.0001,0.0001,0.4,0.8124,0.0001,0.0001,0.5,0.5,0.0001,0.0001,0.1251,0.8749,0.0001,0.0001,0.8749,0.25,0.0001,0.0001,0.0001,0.75,0.4375,0.75,0.75,0.0001,0.0001,0.0001,0.0001,0.1251,0.8124,0.8749,0.25,0.0001,0.0001
NN,0.0001,0.0001,0.375,0.9999,0.9999,0.8124,0.0626,0.0001,0.0001,0.0001,0.6875,0.8124,0.4375,0.9999,0.375,0.0001,0.0001,0.0001,0.0626,0.1876,0.0001,0.9999,0.4375,0.0001,0.0001,0.0001,0.0001,0.1251,0.5,0.9374,0.1251,0.0001,0.0001,0.0001,0.5,0.9999,0.9999,0.5,0.0001,0.0001,0.0001,0.0001,0.0001,0.3125,0.6875,0.9374,0.375,0.0001,0.0001,0.0001,0.0001,0.0001,0.0626,0.8749,0.75,0.0001,0.0001,0.0001,0.5625,0.8124,0.9999,0.9374,0.1876,0.0001
NN,0.0001,0.0001,0.0001,0.75,0.9374,0.1251,0.0001,0.0001,0.0001,0.0001,0.375,0.9999,0.6875,0.0626,0.0001,0.0001,0.0001,0.0001,0.8749,0.8749,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.9999,0.6875,0.1876,0.0001,0.0001,0.0001,0.0001,0.1334,0.9999,0.9999,0.9999,0.4375,0.0001,0.0001,0.0001,0.0001,0.9999,0.8124,0.25,0.8749,0.3125,0.0001,0.0001,0.0001,0.625,0.8749,0.375,0.9374,0.625,0.0001,0.0001,0.0001,0.0001,0.5625,0.9374,0.9999,0.3125,0.0001
NN,0.0001,0.0001,0.1876,0.5,0.8749,0.5625,0.0001,0.0001,0.0001,0.0001,0.6875,0.8749,0.375,0.8124,0.1876,0.0001,0.0001,0.1876,0.9999,0.1876,0.0001,0.375,0.375,0.0001,0.0001,0.375,0.9374,0.0001,0.0001,0.5,0.3125,0.0001,0.0001,0.2667,0.75,0.0001,0.0001,0.6875,0.0715,0.0001,0.0001,0.0626,0.75,0.0001,0.25,0.625,0.0001,0.0001,0.0001,0.0001,0.5625,0.6875,0.8749,0.3125,0.0001,0.0001,0.0001,0.0001,0.1251,0.8124,0.4375,0.0001,0.0001,0.0001
NN,0.0001,0.0001,0.5,0.9999,0.9999,0.625,0.0001,0.0001,0.0001,0.0626,0.9374,0.9374,0.5625,0.9374,0.0626,0.0001,0.0001,0.0001,0.8749,0.1876,0.0001,0.9374,0.3125,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.9374,0.375,0.0001,0.0001,0.0001,0.0001,0.0001,0.3125,0.9999,0.2858,0.0001,0.0001,0.0001,0.0001,0.0001,0.75,0.8749,0.0001,0.0001,0.0001,0.0001,0.5,0.9374,0.9999,0.375,0.25,0.077,0.0001,0.0001,0.625,0.9999,0.9999,0.9999,0.9999,0.5625
NN,0.0001,0.0001,0.0001,0.25,0.9999,0.3125,0.0001,0.0001,0.0001,0.0001,0.0001,0.6875,0.9999,0.5,0.0001,0.0001,0.0001,0.1251,0.5625,0.9999,0.9999,0.25,0.0001,0.0001,0.0001,0.6875,0.9999,0.9999,0.9999,0.25,0.0001,0.0001,0.0001,0.2001,0.25,0.375,0.9999,0.25,0.0001,0.0001,0.0001,0.0001,0.0001,0.25,0.9999,0.1876,0.0001,0.0001,0.0001,0.0001,0.0001,0.375,0.9999,0.375,0.0001,0.0001,0.0001,0.0001,0.0001,0.375,0.9999,0.1251,0.0001,0.0001
NN,0.0001,0.0001,0.0001,0.25,0.75,0.0626,0.0001,0.0001,0.0001,0.0001,0.1251,0.9999,0.6875,0.1876,0.0001,0.0001,0.0001,0.0001,0.4375,0.9374,0.0626,0.0001,0.0001,0.0001,0.0001,0.0001,0.6875,0.6875,0.25,0.1251,0.0001,0.0001,0.0001,0.0001,0.8124,0.9999,0.8124,0.9374,0.2858,0.0001,0.0001,0.0001,0.8124,0.4375,0.0001,0.0001,0.9374,0.1667,0.0001,0.0001,0.3125,0.8124,0.1251,0.1876,0.9374,0.077,0.0001,0.0001,0.0001,0.375,0.8749,0.9374,0.3125,0.0001
NN,0.0001,0.0001,0.0001,0.625,0.9999,0.1251,0.0001,0.0001,0.0001,0.0001,0.25,0.9999,0.8124,0.0626,0.0001,0.0001,0.0001,0.0001,0.625,0.9999,0.1251,0.0001,0.0001,0.0001,0.0001,0.0001,0.8124,0.625,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.9999,0.9374,0.625,0.0001,0.0001,0.0001,0.0001,0.0001,0.8749,0.9999,0.8124,0.625,0.0001,0.0001,0.0001,0.0001,0.6875,0.9999,0.5,0.9999,0.0626,0.0001,0.0001,0.0001,0.0626,0.625,0.9999,0.8124,0.0001,0.0001
NN,0.0001,0.0001,0.0001,0.625,0.8124,0.0001,0.0001,0.0001,0.0001,0.0001,0.1876,0.9999,0.625,0.0001,0.0001,0.0001,0.0001,0.0001,0.375,0.9374,0.0626,0.0001,0.0001,0.0001,0.0001,0.0001,0.625,0.8124,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.5,0.9999,0.9374,0.4375,0.0001,0.0001,0.0001,0.0001,0.6875,0.9374,0.75,0.8124,0.4375,0.0001,0.0001,0.0001,0.3125,0.9374,0.3125,0.4375,0.9999,0.077,0.0001,0.0001,0.0001,0.375,0.9374,0.9999,0.9374,0.0626
NN,0.0001,0.0001,0.3125,0.9999,0.9999,0.5,0.0001,0.0001,0.0001,0.0001,0.375,0.8749,0.625,0.9999,0.0626,0.0001,0.0001,0.0001,0.0001,0.25,0.8124,0.9999,0.0626,0.0001,0.0001,0.0001,0.375,0.9999,0.9999,0.3125,0.0001,0.0001,0.0001,0.0001,0.0626,0.5625,0.9374,0.625,0.0001,0.0001,0.0001,0.0001,0.375,0.0001,0.1876,0.9374,0.3125,0.0001,0.0001,0.0001,0.8749,0.5,0.6875,0.9999,0.4375,0.0001,0.0001,0.0001,0.3125,0.9374,0.9999,0.8124,0.0626,0.0001
NN,0.0001,0.0001,0.0001,0.5,0.9999,0.3125,0.0001,0.0001,0.0001,0.0001,0.0001,0.8124,0.9999,0.4375,0.0001,0.0001,0.0001,0.0001,0.3125,0.9999,0.5,0.0001,0.0001,0.0001,0.0001,0.0001,0.4375,0.9999,0.25,0.0001,0.0001,0.0001,0.0001,0.0001,0.5625,0.9374,0.5,0.5,0.3572,0.0001,0.0001,0.0001,0.9374,0.9999,0.9999,0.9999,0.9999,0.6666,0.0001,0.0001,0.3125,0.9374,0.625,0.5,0.9999,0.3846,0.0001,0.0001,0.0001,0.375,0.9374,0.9999,0.8749,0.0001
NN,0.0001,0.1251,0.4375,0.9374,0.8124,0.375,0.0001,0.0001,0.0001,0.4375,0.8124,0.1251,0.25,0.9374,0.0001,0.0001,0.0001,0.25,0.75,0.375,0.8124,0.25,0.0001,0.0001,0.0001,0.0001,0.625,0.9999,0.5,0.0001,0.0001,0.0001,0.0001,0.0001,0.8749,0.75,0.375,0.0001,0.0001,0.0001,0.0001,0.1251,0.75,0.0001,0.75,0.1876,0.0001,0.0001,0.0001,0.0001,0.8749,0.0626,0.375,0.5,0.0001,0.0001,0.0001,0.0001,0.25,0.8124,0.8124,0.3125,0.0001,0.0001
NN,0.0001,0.0001,0.3125,0.75,0.8749,0.1876,0.0001,0.0001,0.0001,0.0001,0.5625,0.625,0.4375,0.75,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.375,0.9374,0.0001,0.0001,0.0001,0.0001,0.0626,0.3125,0.9374,0.4375,0.0001,0.0001,0.0001,0.0001,0.1251,0.8749,0.9999,0.0626,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.5,0.8124,0.0626,0.0001,0.0001,0.0001,0.25,0.0626,0.0626,0.625,0.5,0.0001,0.0001,0.0001,0.4375,0.8124,0.9999,0.8124,0.4375,0.0001
NN,0.0001,0.375,0.9374,0.9999,0.9999,0.9999,0.25,0.0001,0.0001,0.0626,0.625,0.5,0.75,0.9999,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.8749,0.625,0.0001,0.0001,0.0001,0.3125,0.9999,0.8124,0.9999,0.8749,0.5625,0.0001,0.0001,0.2001,0.75,0.9999,0.8124,0.5,0.1429,0.0001,0.0001,0.0001,0.5625,0.8749,0.0626,0.0001,0.0001,0.0001,0.0001,0.1251,0.9999,0.4375,0.0001,0.0001,0.0001,0.0001,0.0001,0.5,0.8124,0.0626,0.0001,0.0001,0.0001,0.0001
NN,0.0001,0.0001,0.0001,0.8124,0.5,0.0001,0.0001,0.0001,0.0001,0.0001,0.6875,0.8124,0.1876,0.0001,0.0001,0.0001,0.0001,0.1251,0.9999,0.3125,0.0001,0.25,0.1251,0.0001,0.0001,0.4375,0.8749,0.0626,0.3125,0.9999,0.3125,0.0001,0.0001,0.4,0.9374,0.75,0.9999,0.6875,0.0001,0.0001,0.0001,0.0001,0.375,0.6875,0.9999,0.0626,0.0001,0.0001,0.0001,0.0001,0.0001,0.5,0.8124,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.9374,0.4375,0.0001,0.0001,0.0001
NN,0.0001,0.0001,0.375,0.9999,0.8749,0.3125,0.0001,0.0001,0.0001,0.0001,0.5625,0.9374,0.75,0.9374,0.0001,0.0001,0.0001,0.0001,0.0001,0.375,0.1251,0.9999,0.3125,0.0001,0.0001,0.0001,0.0001,0.0001,0.375,0.9999,0.1876,0.0001,0.0001,0.0001,0.0001,0.0001,0.8124,0.9374,0.0001,0.0001,0.0001,0.0001,0.0626,0.5625,0.9999,0.5,0.0001,0.0001,0.0001,0.0001,0.6875,0.9999,0.9999,0.75,0.3125,0.0001,0.0001,0.0001,0.375,0.9999,0.9999,0.9999,0.8749,0.0001
NN,0.0001,0.8749,0.9999,0.9999,0.9999,0.9999,0.1876,0.0001,0.0001,0.1876,0.75,0.75,0.8124,0.9374,0.0626,0.0001,0.0001,0.0001,0.0001,0.1251,0.8749,0.375,0.0001,0.0001,0.0001,0.1876,0.5,0.6875,0.9374,0.5,0.3125,0.0001,0.0001,0.3334,0.9999,0.9999,0.8749,0.75,0.4286,0.0001,0.0001,0.0001,0.4375,0.8124,0.0001,0.0001,0.0001,0.0001,0.0001,0.1251,0.9999,0.1876,0.0001,0.0001,0.0001,0.0001,0.0001,0.7,0.6875,0.0001,0.0001,0.0001,0.0001,0.0001
NN,0.0001,0.0001,0.3125,0.9999,0.9999,0.4375,0.0001,0.0001,0.0001,0.0001,0.375,0.9374,0.5,0.9374,0.1876,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.9374,0.375,0.0001,0.0001,0.0001,0.0001,0.0626,0.625,0.9999,0.3125,0.0001,0.0001,0.0001,0.0001,0.625,0.9999,0.5,0.0001,0.0001,0.0001,0.0001,0.25,0.0626,0.8124,0.8124,0.0001,0.0001,0.0001,0.1876,0.9374,0.3125,0.4375,0.9999,0.0001,0.0001,0.0001,0.0001,0.1251,0.9374,0.9999,0.8124,0.0626,0.0001
